Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"U Gautam","Joint Characterization of SS 304 Processed by Microwave Radiation.",2022,"Journal of Engineering Research (2307-1877 …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23071877&AN=155876846&h=quMyfU8%2FE6N8RO%2BnEd2sIrdD6dN37mEEjVdS3Uobb3G%2F75iQMb7bOI8tV%2FNUOxxxrhpZr9US%2BBH1dbmJP2WoGg%3D%3D&crl=c","https://scholar.google.com/scholar?cites=7834901216011444906&as_sdt=2005&sciodt=0,5&hl=en",11,"2024-05-07 15:22:56","","","","",,,,,2,1.00,2,1,2,"… The average value of tensile strength of welded pieces monitored as 517.5MPa, having elongation 18.18%. A combined mode of collapse of weld joint observed during tensile testing …","","https://scholar.google.com/scholar?q=related:qmKjFiUpu2wJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
21,"P Sridhar, P Biswas, P Mahanta","… process parameters on bead geometry, tensile and microstructural properties of double-sided butt submerged arc welding of SS 304 austenitic stainless steel",2020,"Journal of the Brazilian Society of …","Springer","https://link.springer.com/article/10.1007/s40430-020-02636-4","https://scholar.google.com/scholar?cites=3158277615390922524&as_sdt=2005&sciodt=0,5&hl=en",12,"2024-05-07 15:22:56","HTML","10.1007/s40430-020-02636-4","","",,,,,21,5.25,7,3,4,"… Figure 14a shows that tensile strength and yield strength increase with the increase in the … 14b shows that as welding voltage increases, tensile strength and yield strength also tend to …","https://link.springer.com/article/10.1007/s40430-020-02636-4","https://scholar.google.com/scholar?q=related:HJdxB8J01CsJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
97,"VRA Prakash, SJ Jaisingh","Mechanical strength behaviour of silane treated E-glass fibre/Al 6061 &SS-304 wire mesh reinforced epoxy resin hybrid composite",2018,"Silicon","Springer","https://link.springer.com/article/10.1007/s12633-018-9762-y","https://scholar.google.com/scholar?cites=7225408497305782915&as_sdt=2005&sciodt=0,5&hl=en",13,"2024-05-07 15:22:56","","10.1007/s12633-018-9762-y","","",,,,,97,16.17,49,2,6,"… Maximum tensile strength, flexural strength and Izod impact energy of 134 MPa, 241 MPa … surface modified SS-304 wire mesh and e-glass fibre. The surface treated SS-304 steel mesh …","https://link.springer.com/content/pdf/10.1007/s12633-018-9762-y.pdf","https://scholar.google.com/scholar?q=related:gwoAF7_ORWQJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
7,"H Arora, R Singh, GS Brar","On mechanical and morphological investigations of tungsten inert gas welded SS 304 thin pipe joints",2020,"Measurement and Control","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0020294019885152","https://scholar.google.com/scholar?cites=6259700954138154039&as_sdt=2005&sciodt=0,5&hl=en",14,"2024-05-07 15:22:56","","10.1177/0020294019885152","","",,,,,7,1.75,2,3,4,"… the surface hardness goes above 250 HV in SS 304. In other words, these failures … SS 304 reports that the weld joints prepared with the low heat input are having more tensile strength …","https://journals.sagepub.com/doi/full/10.1177/0020294019885152","https://scholar.google.com/scholar?q=related:NxSUO9rs3lYJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"Y Chen, Y Gao, C Guo, Y Guo, Z Guo, Y Liu, T Liu","Effect of the Addition of Steel Fibers on the Bonding Interface and Tensile Properties of Explosion-Welded 2A12 Aluminum Alloy and SS-304 Steel",2022,"Materials","mdpi.com","https://www.mdpi.com/1996-1944/16/1/116","https://scholar.google.com/scholar?cites=11115620171705053921&as_sdt=2005&sciodt=0,5&hl=en",15,"2024-05-07 15:22:56","HTML","","","",,,,,1,0.50,0,7,2,"… A 0.5 mm notch was opened on one side of the sample to measure the tensile strength of the … Finally, the tensile strength of the specimen was calculated by the following formula [47]. …","https://www.mdpi.com/1996-1944/16/1/116","https://scholar.google.com/scholar?q=related:4XKlMKedQpoJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"VR Pathapalli, VR Basam, ...","Effect of Annealing Temperatures on Formability of SS 304 tubes during Tube Hydroforming Process: A Numerical study",2020,"International Journal of …","penerbit.uthm.edu.my","https://penerbit.uthm.edu.my/ojs/index.php/ijie/article/view/4742","",16,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,3,4,"… temperatures on the tube hydroforming of SS 304 steel. Specimens were annealed with four … exponent, elongation and ultimate tensile strength. The evaluated mechanical properties …","https://penerbit.uthm.edu.my/ojs/index.php/ijie/article/download/4742/4538","https://scholar.google.com/scholar?q=related:gvqEf33VwBYJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"R Vivek, R Rameshbabu, VD Tamilarasan, ...","A Comparative study on Annealing and phase transition effect in SS 304 and SSLNA from low Nickel Austenite to Martensite",2023,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785323018229","",17,"2024-05-07 15:22:56","HTML","","","",,,,,0,0.00,0,4,1,"… The percentage of straining/elongation will be reduced with the better strengthening properties like tensile strength, yield strength and the Vickers hardness. The above result only been …","https://www.sciencedirect.com/science/article/pii/S2214785323018229","https://scholar.google.com/scholar?q=related:HJRJwwdphd0J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"H Jassim, APAN Abed","Experimental and Numerical Testing of the Brazing of Engineering Ceramics Made of Alumina to SS 304",2022,"Al-Iraqia Journal for Scientific Engineering Research","iasj.net","https://www.iasj.net/iasj/download/f743c3b051b0fe16","",18,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,2,2,"… The ceramic and stainless steel SS 304 were joined in this work by brazing with a torch and … The tensile strength of the experimental work reached 62 MPa during slow cooling with …","https://www.iasj.net/iasj/download/f743c3b051b0fe16","https://scholar.google.com/scholar?q=related:FFaD1AyYMi4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
3,"M Sattar, AR Othman, M Muzamil, S Kamaruddin, ...","Correlation Analysis of Established Creep Failure Models through Computational Modelling for SS-304 Material",2023,"Metals","mdpi.com","https://www.mdpi.com/2075-4701/13/2/197","https://scholar.google.com/scholar?cites=3735730286554890451&as_sdt=2005&sciodt=0,5&hl=en",19,"2024-05-07 15:22:56","HTML","","","",,,,,3,3.00,1,5,1,"… strength and ultimate tensile strength of SS-304 at 720 C … to the nominal ultimate tensile strength of SS-304. Furthermore, … × more significant than the ultimate tensile strength. Penny [53] …","https://www.mdpi.com/2075-4701/13/2/197","https://scholar.google.com/scholar?q=related:08DFIuf61zMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
12,"S Bharwal, C Vyas","Weldability issue of AISI 202 SS (stainless steel) grade with GTAW process compared to AISI 304 SS grade",2014,"International Journal of Advanced Mechanical …","academia.edu","https://www.academia.edu/download/81836113/ijamev4n6spl_14.pdf","https://scholar.google.com/scholar?cites=7044940494818429151&as_sdt=2005&sciodt=0,5&hl=en",20,"2024-05-07 15:22:56","PDF","","","",,,,,12,1.20,6,2,10,"… The tensile strength obtained is fair enough to deal with the serviceability of AISI 202 in the prescribed applications. It can be stated that 202 SS can be utilized instead of 304 SS. The …","https://www.academia.edu/download/81836113/ijamev4n6spl_14.pdf","https://scholar.google.com/scholar?q=related:38hq6Q2oxGEJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
5,"BV Reddy, D Kondayya, EV Goud, ...","Yield criterion influence on the formability prediction of SS 304 by tensile tests and bulge tests during tube hydroforming process",2021,"… Modeling, Experiments and …","Springer","https://link.springer.com/article/10.1007/s41939-021-00096-4","https://scholar.google.com/scholar?cites=13075673040714321489&as_sdt=2005&sciodt=0,5&hl=en",21,"2024-05-07 15:22:56","","10.1007/s41939-021-00096-4","","",,,,,5,1.67,1,4,3,"… The accurate deformation behavior of the SS 304 tubes … Figure 4 represents the tensile stress–strain curves of SS 304 at … as ultimate tensile strength is in the range of 760–840 MPa. …","","https://scholar.google.com/scholar?q=related:Uc7tRlofdrUJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
12,"PV Reddy, BV Reddy, PJ Ramulu","Effect of heat treatment temperatures on formability of SS 304 during tube hydroforming process",2020,"SN Applied Sciences","Springer","https://link.springer.com/article/10.1007/s42452-020-2026-7","https://scholar.google.com/scholar?cites=11765877371693044721&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-05-07 15:22:56","HTML","10.1007/s42452-020-2026-7","","",,,,,12,3.00,4,3,4,"… 3, it is observed that there is a decrease in yield strength and ultimate tensile strength of the … reduced the yield strength and ultimate tensile strength of the specimens for all temperatures…","https://link.springer.com/article/10.1007/s42452-020-2026-7","https://scholar.google.com/scholar?q=related:8ROSmiHLSKMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"U Gautam, Vipin","Influence of processing parameters on joint characterization of SS 304 using microwave hybrid heating",2023,"… of the Institution of Mechanical Engineers …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/09544089231169586","",23,"2024-05-07 15:22:56","","10.1177/09544089231169586","","",,,,,0,0.00,0,2,1,"… Effect of process parameter on tensile strength and hardness of SS 304 processed by microwave radiation. Transactions of Indian Institute of Metals 2022; 75: 653–662. …","https://journals.sagepub.com/doi/pdf/10.1177/09544089231169586","https://scholar.google.com/scholar?q=related:fmhbHEugxZ4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"AM Hasan","Optimization of Parameters for the Welding SS 304 using GTAW and Taguchi Grey Relational Analysis (TGRA)",2022,"","repository.rit.edu","https://repository.rit.edu/theses/11685/","",24,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,1,2,"… This research studied the influence of various input parameters on the tensile strength of SS304L welded joint. The influence of speed, current, electrode size on the welding are …","https://repository.rit.edu/cgi/viewcontent.cgi?article=12809&context=theses","https://scholar.google.com/scholar?q=related:FspmUUiUWFkJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"BR Moharana, A Dash, JP Padhy","EXPERIMENTAL INVESTIGATION AND PREDICTION OF TENSILE STRESS FOR SS 304--CP COPPER DISSIMILAR METAL COUPLE JOINT BY PULSED WAVE …",2018,"Indian Journal of Scientific …","go.gale.com","https://go.gale.com/ps/i.do?id=GALE%7CA537173119&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=09762876&p=AONE&sw=w","https://scholar.google.com/scholar?cites=5701266466937432163&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-05-07 15:22:56","","","","",,,,,2,0.33,1,3,6,"… The current study investigates the mechanical characteristics of SS 304--CP copper dissimilar metal joint by pulsed wave TIG welding process followed by prediction of response using …","","https://scholar.google.com/scholar?q=related:Y-imI6X3Hk8J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
5,"S Saravanan, K Raghukandan","Microstructure and mechanical strength predictive modeling in Al 5052-trapezoidal grooved SS 304 explosive cladding",2020,"… of Wuhan University of Technology-Mater …","Springer","https://link.springer.com/article/10.1007/s11595-020-2342-1","https://scholar.google.com/scholar?cites=8429390723120467114&as_sdt=2005&sciodt=0,5&hl=en",26,"2024-05-07 15:22:56","","10.1007/s11595-020-2342-1","","",,,,,5,1.25,3,2,4,"… The ram tensile and shear strength of the Al 5052SS 304 … the present study, as the ram tensile strength of the clads are higher than … SS 304 explosive clads are discussed in section 4.1. …","https://link.springer.com/content/pdf/10.1007/s11595-020-2342-1.pdf","https://scholar.google.com/scholar?q=related:qoyRrDM2-3QJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
55,"DK Singh, G Sahoo, R Basu, V Sharma, ...","Investigation on the microstructure—mechanical property correlation in dissimilar steel welds of stainless steel SS 304 and medium carbon steel EN 8",2018,"Journal of Manufacturing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1526612518311472","https://scholar.google.com/scholar?cites=15949289330190896813&as_sdt=2005&sciodt=0,5&hl=en",27,"2024-05-07 15:22:56","HTML","","","",,,,,55,9.17,11,5,6,"… Stainless steel grade SS 304 and medium carbon steel EN 8 were welded with various … The tensile strength of these welded joints were found to be clear functions of low angle …","https://www.sciencedirect.com/science/article/pii/S1526612518311472","https://scholar.google.com/scholar?q=related:rc70kSRCV90J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
8,"M Vivekananthan, M Saravanakumar, KNS Ross, ...","Experimental investigation of Mechanical properties in friction welding parameters for dis-similar metals (SS-304 & SS-410)",2020,"Manuf …","researchgate.net","https://www.researchgate.net/profile/M-Saravana-Kumar-2/publication/346204463_Experimental_investigation_of_Mechanical_properties_in_friction_welding_parameters_for_dis-similar_metals_SS-304_SS-410/links/5fbf46dc299bf104cf7a56f3/Experimental-investigation-of-Mechanical-properties-in-friction-welding-parameters-for-dis-similar-metals-SS-304-SS-410.pdf","https://scholar.google.com/scholar?cites=5546939894497871173&as_sdt=2005&sciodt=0,5&hl=en",28,"2024-05-07 15:22:56","PDF","","","",,,,,8,2.00,2,4,4,"… were used to determine the tensile strength and weld characteristics of … tensile strength for the optimized welding parameters is found to be good harmony. The required tensile strength…","https://www.researchgate.net/profile/M-Saravana-Kumar-2/publication/346204463_Experimental_investigation_of_Mechanical_properties_in_friction_welding_parameters_for_dis-similar_metals_SS-304_SS-410/links/5fbf46dc299bf104cf7a56f3/Experimental-investigation-of-Mechanical-properties-in-friction-welding-parameters-for-dis-similar-metals-SS-304-SS-410.pdf","https://scholar.google.com/scholar?q=related:RQX98XGw-kwJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"A Varshney","Effect of Grain Size and Dislocation Density on the Work Hardening Behavior of SS 304",,"Springer","","https://link.springer.com/article/10.1007/s11665-024-09358-x","",29,"2024-05-07 15:22:56","","10.1007/s11665-024-09358-x","","",,,,,0,0.00,0,1,,"… Each asreceived 304 SS specimen is designated as AR, while the specimens annealed at … The standard tensile properties of 0.2% offset yield strength, ultimate tensile strength (UTS), …","","https://scholar.google.com/scholar?q=related:2Xmv4dZ70wEJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"N Pandey, D Dubey","Process Parameters Optimization of TIG Welded Joints of SS 304 using Taguchi's Experimental Design Method",2021,"","ijsrmme.com","https://ijsrmme.com/paper/IJSRMME21552.pdf","",30,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,2,3,"… much necessary to attain weld joint with increased tensile strength value. In the work, experiments … The quality of the weld has been estimated in terms of ultimate tensile strength of the …","https://ijsrmme.com/paper/IJSRMME21552.pdf","https://scholar.google.com/scholar?q=related:_9pgWFR-ks4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"V Shalini, NV Sagar, B Sathish, AP Kumar, BV Sai","Effect of post-weld heat treatment on the mechanical and microstructural properties of dissimilar SS 304 and MS joints welded by using Gas Metal Arc Welding",,"ijarst.in","","https://www.ijarst.in/public/uploads/paper/669101698398730.pdf","",31,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,5,,"… are tensile strength was 200.29MPa, yield strength was 188.81MPa, and elongation (%) was 1.44%. When the tensile strength … the yield strength and tensile strength decreased by 68.66…","https://www.ijarst.in/public/uploads/paper/669101698398730.pdf","https://scholar.google.com/scholar?q=related:3s6YkSUTxZEJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
34,"N Gotawala, A Shrivastava","Microstructural analysis and mechanical behavior of SS 304 and titanium joint from friction stir butt welding",2020,"Materials Science and Engineering: A","Elsevier","https://www.sciencedirect.com/science/article/pii/S092150932030736X","https://scholar.google.com/scholar?cites=10145082256431562285&as_sdt=2005&sciodt=0,5&hl=en",32,"2024-05-07 15:22:56","HTML","","","",,,,,34,8.50,17,2,4,"… of SS and pure Ti is not yet reported. The objective of this work is to perform and study the friction stir butt welding of SS 304 … Since, tensile strength of SS is higher than CP-Ti, SS was …","https://www.sciencedirect.com/science/article/pii/S092150932030736X","https://scholar.google.com/scholar?q=related:Lb64r4-SyowJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
9,"H Vinothkumar, M Balakrishnan, K Gulanthaivel, ...","Investigation on effects of flux assisted GTAW welding process on mechanical, metallurgical characteristics of dissimilar metals SS 304 and SS 316 L",2020,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785320327589","https://scholar.google.com/scholar?cites=11737444854864186968&as_sdt=2005&sciodt=0,5&hl=en",33,"2024-05-07 15:22:56","HTML","","","",,,,,9,2.25,2,4,4,"… of SS 304 and 4 plates of SS 316 L for making 4 dissimilar of welded joints. SS 304 and SS … It clearly shows that the CuO flux reducing the tensile strength while the AL 2 O 3 increasing …","https://www.sciencedirect.com/science/article/pii/S2214785320327589","https://scholar.google.com/scholar?q=related:WI7qaOjH46IJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
