Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
14,"IZ Era, M Grandhi, Z Liu","Prediction of mechanical behaviors of L-DED fabricated SS 316L parts via machine learning",2022,"The International Journal of Advanced …","Springer","https://link.springer.com/article/10.1007/s00170-022-09509-1","https://scholar.google.com/scholar?cites=13923017638833353244&as_sdt=2005&sciodt=0,5&hl=en",11,"2024-05-07 15:40:50","HTML","10.1007/s00170-022-09509-1","","",,,,,14,7.00,5,3,2,"… , higher tensile strength properties, and is widely used for durable and high-stress situations [21]. Low carbon steel (LCS) is used as the substrate. The chemical composition of SS 316L …","https://link.springer.com/article/10.1007/s00170-022-09509-1","https://scholar.google.com/scholar?q=related:HPIodMZ-OMEJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"DS Gowda, K Ranjith, JP Rishi, P Bharath…","Comparative study on weld quality characteristics of SS 316L and IS 2062E250A dissimilar materials in tig welding",2022,"AIP Conference …","pubs.aip.org","https://pubs.aip.org/aip/acp/article-abstract/2469/1/020024/2825613","",12,"2024-05-07 15:40:50","","10.1063/5.0080802/16209281/020024_1_online","","",,,,,0,0.00,0,5,2,"… these parameters in welding of 316L stainless steel (SS 316L) and IS 2062 E250A grade … the effect of input parameters on tensile strength and hardness of SS 316L and IS 2062 E250A …","https://pubs.aip.org/aip/acp/article-pdf/doi/10.1063/5.0080802/16209281/020024_1_online.pdf","https://scholar.google.com/scholar?q=related:3iOtTpEBfkcJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"H Wang, P Jiang, G Yang, Y Yan","An Investigation of the Anisotropic Mechanical Properties of Additive-Manufactured 316L SS with SLM",2024,"Materials","mdpi.com","https://www.mdpi.com/1996-1944/17/9/2017","",13,"2024-05-07 15:40:50","HTML","","","",,,,,0,0.00,0,4,1,"… In this section, the yield strength, tensile strength, elastic modulus, and elongation of the samples produced using different process parameters will be compared. It will then identify the …","https://www.mdpi.com/1996-1944/17/9/2017","https://scholar.google.com/scholar?q=related:0JCWJJ1QM8EJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
9,"C Mani, S Balasubramani, R Karthikeyan, S Kannan","Digital image correlation of tensile properties for monel 400/SS 316L dissimilar metal welding joints",2021,"Materials","mdpi.com","https://www.mdpi.com/1996-1944/14/6/1560","https://scholar.google.com/scholar?cites=4768503689900485962&as_sdt=2005&sciodt=0,5&hl=en",14,"2024-05-07 15:40:50","HTML","","","",,,,,9,3.00,2,4,3,"… to lesser tensile strength of SS 316L. Strain at SS 316L HAZ region is 6.08% more than SS 316L base … Weld zone has lesser strain compared to Monel due to its higher tensile strength. …","https://www.mdpi.com/1996-1944/14/6/1560","https://scholar.google.com/scholar?q=related:Sm2oYtcgLUIJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"C Morsiya, M Sutaria, S Patel","Influence of the heat treatment on the surface bioactivity of investment cast SS 316L",2021,"Materials Today: Proceedings","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785320368371","",15,"2024-05-07 15:40:50","HTML","","","",,,,,0,0.00,0,3,3,"… 316L (Low carbon) material’s tensile strength, microstructure and also to assess surface bioactivity of heat treated SS 316L… EDX analysis that heat treated SS 316L has apatite formation …","https://www.sciencedirect.com/science/article/pii/S2214785320368371","https://scholar.google.com/scholar?q=related:1N7L_sJKNQAJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
27,"H Sohrabpoor, V Salarvand, R Lupoi, Q Chu…","Microstructural and mechanical evaluation of post-processed SS 316L manufactured by laser-based powder bed fusion",2021,"journal of materials …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2238785421002167","https://scholar.google.com/scholar?cites=26964879948923960&as_sdt=2005&sciodt=0,5&hl=en",16,"2024-05-07 15:40:50","HTML","","","",,,,,27,9.00,5,5,3,"… As the grain size decreases, the tensile strength and yield strength generally increase [33,34]. When the cooling was conducted by quenching in cold water instead of at ambient …","https://www.sciencedirect.com/science/article/pii/S2238785421002167","https://scholar.google.com/scholar?q=related:OETEWmrMXwAJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"A Kausar, RG DS, NL Muralikrishna","Study of Weld Quality characteristics of Tungsten Inert Gas Welding of Dissimilar Metals SS 316L and IS 2062 Plates",2019,"Int. J. Res. Appl. Sci. Eng …","researchgate.net","https://www.researchgate.net/profile/Rakshith-Ds/publication/338608049_Study_of_Weld_Quality_characteristics_of_Tungsten_Inert_Gas_Welding_of_Dissimilar_Metals_SS_316L_and_IS_2062_Plates/links/5e1f3750a6fdcc0a36cb818f/Study-of-Weld-Quality-characteristics-of-Tungsten-Inert-Gas-Welding-of-Dissimilar-Metals-SS-316L-and-IS-2062-Plates.pdf","https://scholar.google.com/scholar?cites=12744709290310548110&as_sdt=2005&sciodt=0,5&hl=en",17,"2024-05-07 15:40:50","PDF","","","",,,,,4,0.80,1,3,5,"… is considered in Hardness and Tensile strength prediction. Analysis of variance (ANOVA) is … parameters on Hardness and Tensile strength of dissimilar materials SS 316L and IS 2062 …","https://www.researchgate.net/profile/Rakshith-Ds/publication/338608049_Study_of_Weld_Quality_characteristics_of_Tungsten_Inert_Gas_Welding_of_Dissimilar_Metals_SS_316L_and_IS_2062_Plates/links/5e1f3750a6fdcc0a36cb818f/Study-of-Weld-Quality-characteristics-of-Tungsten-Inert-Gas-Welding-of-Dissimilar-Metals-SS-316L-and-IS-2062-Plates.pdf","https://scholar.google.com/scholar?q=related:jrqUPpNN3rAJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"A Kumar, RP Kori","OPTIMIZATION OF METAL INERT GAS WELDING PROCESS PARAMETERS TO PREDICT MAXIMUM WELD STRENGTH IN SS-316L",,"irjmets.com","","https://www.irjmets.com/uploadedfiles/paper/issue_5_may_2022/22768/final/fin_irjmets1652350361.pdf","",18,"2024-05-07 15:40:50","PDF","","","",,,,,0,0.00,0,2,,"… stainless steel (316L) in this … tensile strength of MIG was modeled using a response surface model Response surface modeling was used to estimate MIG's ultimate tensile strength. …","https://www.irjmets.com/uploadedfiles/paper/issue_5_may_2022/22768/final/fin_irjmets1652350361.pdf","https://scholar.google.com/scholar?q=related:nqw-RfScdu4J:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"C Mani, S Balasubramani, R Karthikeyan, S Kannan","Digital Image Correlation of Tensile Properties for Monel 400/SS 316L Dissimilar Metal Welding Joints. Materials 2021, 14, 1560",2021,"","academia.edu","https://www.academia.edu/download/98176123/pdf.pdf","",19,"2024-05-07 15:40:50","PDF","","","",,,,,0,0.00,0,4,3,"… to lesser tensile strength of SS 316L. Strain at SS 316L HAZ region is 6.08% more than SS 316L base … Weld zone has lesser strain compared to Monel due to its higher tensile strength. …","https://www.academia.edu/download/98176123/pdf.pdf","https://scholar.google.com/scholar?q=related:9Mzn9FmOO9wJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
74,"A Bansal, AK Sharma, S Das…","On microstructure and strength properties of microwave welded Inconel 718/stainless steel (SS-316L)",2016,"Proceedings of the …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1464420715589206","https://scholar.google.com/scholar?cites=7242141986190318904&as_sdt=2005&sciodt=0,5&hl=en",20,"2024-05-07 15:40:50","","10.1177/1464420715589206","","",,,,,74,9.25,19,4,8,"… (SS-316L) were investigated in this work. Principles of microwave hybrid heating were effectively applied for joining of Inconel 718/SS-316L … The average ultimate tensile strength of the …","https://journals.sagepub.com/doi/full/10.1177/1464420715589206","https://scholar.google.com/scholar?q=related:ON3QE8RBgWQJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"S Schier","Additively Manufactured 316L SS and Its High Temperature Steam Oxidation Behavior as a Function of Varied Build Parameters",2023,"","search.proquest.com","https://search.proquest.com/openview/a8e0812d4998649af34ad8015f627518/1?pq-origsite=gscholar&cbl=18750&diss=y","",21,"2024-05-07 15:40:50","HTML","","","",,,,,0,0.00,0,1,1,"… little effect on tensile strength, whereas … tensile strength, yield strength, elongation, and Vickers hardness47. While there are studies highlighting the mechanical properties of 316L SS …","https://search.proquest.com/openview/a8e0812d4998649af34ad8015f627518/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:Zmxk_a1Nx_kJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"A Daniel, DG Manivasagam","Effect of Microstructure on Mechanical and Corrosion Properties of Printed Ss 316l Using Laser-Based Powder Bed Fusion Process",,"… Corrosion Properties of Printed Ss 316l …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4391404","",22,"2024-05-07 15:40:50","","","","",,,,,0,0.00,0,2,,"… The obtained yield strength, ultimate tensile strength, and elongation of the SLM printed … The present study was focused to print an austenitic SS 316L material with a combination of …","","https://scholar.google.com/scholar?q=related:FATaGr6uRi0J:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"Q Wu, H Chen, W Chen, W Li, Y Huang, X Zhu…","Effect of Molten Pool Overlap on Mechanical Properties and Microstructure in Selective Laser Melting AISI 316L SS",2023,"Journal of Materials …","Springer","https://link.springer.com/article/10.1007/s11665-023-08764-x","https://scholar.google.com/scholar?cites=4481125652442843305&as_sdt=2005&sciodt=0,5&hl=en",23,"2024-05-07 15:40:50","HTML","10.1007/s11665-023-08764-x","","",,,,,1,1.00,0,7,1,"… energy density was used to prepare AISI 316L SS specimens. When the volumetric energy … tensile strength, dynamic compressive strength and impact energy of the SLM AISI 316L SS …","https://link.springer.com/article/10.1007/s11665-023-08764-x","https://scholar.google.com/scholar?q=related:qQi_8wkoMD4J:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
42,"R Sasikumar, AR Kannan, SM Kumar, R Pramod…","Wire arc additive manufacturing of functionally graded material with SS 316L and IN625: Microstructural and mechanical perspectives",2022,"CIRP Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1755581722000839","https://scholar.google.com/scholar?cites=5352366928373108611&as_sdt=2005&sciodt=0,5&hl=en",24,"2024-05-07 15:40:50","HTML","","","",,,,,42,21.00,8,5,2,"… The microstructure was mainly austenitic in the SS 316L … tensile strength (UTS) of SS 316L and IN625 were comparable with wrought ones. All the IF samples at 90 failed in the SS 316L …","https://www.sciencedirect.com/science/article/pii/S1755581722000839","https://scholar.google.com/scholar?q=related:g086AV1tR0oJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
18,"CG Shastry, MD Mathew, KB Sankara Rao…","Tensile deformation behaviour of AISI 316L (N) SS",2007,"Materials Science …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1179/174328407X226581","https://scholar.google.com/scholar?cites=9050451292999309615&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-05-07 15:40:50","","10.1179/174328407X226581","","",,,,,18,1.06,5,4,17,"… and ultimate tensile strength of 316L(N) SS with temperature … The minimum ultimate tensile strength specified in RCC-MR … And the average tensile strength values reported in RCC-MR …","https://journals.sagepub.com/doi/pdf/10.1179/174328407X226581","https://scholar.google.com/scholar?q=related:L9ky6H-pmX0J:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
24,"K Vignesh, A Elaya Perumal, P Velmurugan","Resistance spot welding of AISI-316L SS and 2205 DSS for predicting parametric influences on weld strength—experimental and FEM approach",2019,"Archives of civil and …","Springer","https://link.springer.com/article/10.1016/j.acme.2019.05.002","https://scholar.google.com/scholar?cites=17195217080985387237&as_sdt=2005&sciodt=0,5&hl=en",26,"2024-05-07 15:40:50","","10.1016/j.acme.2019.05.002","","",,,,,24,4.80,8,3,5,"… The stress–strain and ultimate tensile strength values of weld specimen obtained from the uni-axial tensile test is given in Table 9. Trial 5 has shown the highest tensile load of 16,400 N …","","https://scholar.google.com/scholar?q=related:5QDdu9Suoe4J:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
23,"B Berginc, Z Kampus, B Sustarsic","The influence of MIM and sintering-process parameters on the mechanical properties of 316L SS",2006,"Materiali in Tehnologije","193.2.15.2","http://193.2.15.2/Revija/izvodi/mit065/berginc.pdf","https://scholar.google.com/scholar?cites=2484291428373841986&as_sdt=2005&sciodt=0,5&hl=en",27,"2024-05-07 15:40:50","PDF","","","",,,,,23,1.28,8,3,18,"… The theoretical density of SS 316L is 8.0 g/cm3, while the … The tensile strength of the sintered parts of SS 316L is up to … In Figure 3a the dependence of the tensile strength on the …","http://193.2.15.2/Revija/izvodi/mit065/berginc.pdf","https://scholar.google.com/scholar?q=related:QkjFSuT5eSIJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"Y Say, Ö Güler, E Kavaz, G ALMisned, A Ene…","… , and radiation absorption properties of a significant nuclear power plant component: A comparison between REX-734 and 316L SS austenitic stainless steels",2023,"Open …","degruyter.com","https://www.degruyter.com/document/doi/10.1515/chem-2022-0307/html","https://scholar.google.com/scholar?cites=16893522569709551396&as_sdt=2005&sciodt=0,5&hl=en",28,"2024-05-07 15:40:50","HTML","10.1515/chem-2022-0307","","",,,,,2,2.00,0,6,1,"… has a tensile strength of 1,259 MPa, whereas the 316L SS alloy has a tensile strength of 495 … According to our findings, the mass attenuation coefficient values of the 316L SS sample …","https://www.degruyter.com/document/doi/10.1515/chem-2022-0307/html","https://scholar.google.com/scholar?q=related:JP-UfEXZceoJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"H Tansuğ","Production of hap films on 316L SS and their chemical and morphological characteristics",2008,"","acikbilim.yok.gov.tr","https://acikbilim.yok.gov.tr/handle/20.500.12812/560424","",29,"2024-05-07 15:40:50","","","","",,,,,0,0.00,0,1,16,"… 316L stainless steel (SS) was used as metallic biomaterial … HA coatings on medical grade 316L SS in an electrolyte containing … This is less than the maximum tensile strength of cortical …","https://acikbilim.yok.gov.tr/bitstream/handle/20.500.12812/560424/yokAcikBilim_309981.pdf?sequence=-1","https://scholar.google.com/scholar?q=related:ASxBI3Ue5Z8J:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"NA Johari, FRM Romlay…","SS 316L/HA composite via powder injection moulding: Mechanical and physical properties",2019,"Journal of Mechanical …","journal.ump.edu.my","http://journal.ump.edu.my/jmes/article/view/311","https://scholar.google.com/scholar?cites=1739218564850923484&as_sdt=2005&sciodt=0,5&hl=en",30,"2024-05-07 15:40:50","","","","",,,,,1,0.20,0,3,5,"… properties of the SS 316L/HA … the tensile strength and elongation of SS S316L/HA composite to decrease as it was brought closer to the human bone that had lower than tensile strength …","https://journal.ump.edu.my/jmes/article/download/311/477","https://scholar.google.com/scholar?q=related:3De06BHyIhgJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
90,"T Ramkumar, M Selvakumar, P Narayanasamy…","Studies on the structural property, mechanical relationships and corrosion behaviour of Inconel 718 and SS 316L dissimilar joints by TIG welding without …",2017,"Journal of Manufacturing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1526612517302918","https://scholar.google.com/scholar?cites=4074130245266924357&as_sdt=2005&sciodt=0,5&hl=en",31,"2024-05-07 15:40:50","HTML","","","",,,,,90,12.86,23,4,7,"… plates of Inconel 718 and ferritic stainless steel (SS) 316L by Tungsten Inert Gas (TIG) welding process … It was inferred from the current study that the ultimate tensile strength of dissimilar …","https://www.sciencedirect.com/science/article/pii/S1526612517302918","https://scholar.google.com/scholar?q=related:RWPPVd83ijgJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
59,"A Kulkarni, DK Dwivedi, M Vasudevan","Microstructure and mechanical properties of A-TIG welded AISI 316L SS-Alloy 800 dissimilar metal joint",2020,"Materials Science and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921509320307644","https://scholar.google.com/scholar?cites=17896658242505870094&as_sdt=2005&sciodt=0,5&hl=en",32,"2024-05-07 15:40:50","HTML","","","",,,,,59,14.75,20,3,4,"… metal weld joint between AISI 316L SS-Alloy 800 developed by … a decent combination of tensile strength and impact toughness. … reduces the peak tensile strength of the fusion zone. …","https://www.sciencedirect.com/science/article/pii/S0921509320307644","https://scholar.google.com/scholar?q=related:Dgsh29mzXfgJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
7,"M Danish, S Rubaiee, MK Gupta, MB Yildirim…","Technological and tribological characteristics improvement of additively manufactured SS 316L components machined under sustainable cooling conditions",2023,"Tribology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0301679X23001160","https://scholar.google.com/scholar?cites=6748718086694352855&as_sdt=2005&sciodt=0,5&hl=en",33,"2024-05-07 15:40:50","HTML","","","",,,,,7,7.00,1,5,1,"… With this aim, the present work deals with the machining of additively manufactured SS 316L under four different cooling environments, namely dry, flood, minimum quantity lubrication (…","https://www.sciencedirect.com/science/article/pii/S0301679X23001160","https://scholar.google.com/scholar?q=related:17er9ldDqF0J:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"T Das, H Roy, AK Lohar, SK Samanta","Mechanical and microstructural properties of laser direct energy deposited 15–5 PH and SS 316L stainless steel",2022,"Materials Today: Proceedings","Elsevier","https://www.sciencedirect.com/science/article/pii/S221478532204247X","https://scholar.google.com/scholar?cites=6260621780130050138&as_sdt=2005&sciodt=0,5&hl=en",34,"2024-05-07 15:40:50","HTML","","","",,,,,2,1.00,1,4,2,"… Defects such as porosity, delamination, etc. significantly reduce the ultimate tensile strength (UTS) and also lower the elongation value of L-DED produced SS samples in this study. …","https://www.sciencedirect.com/science/article/pii/S221478532204247X","https://scholar.google.com/scholar?q=related:WrC5vVYy4lYJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"MJ Baghban, M MosallaeePour, H HajiSafari…","SS-316L",,"sid.ir","","https://www.sid.ir/fileserver/jf/1547-263955-fa-1069817.pdf","",35,"2024-05-07 15:40:50","PDF","","","",,,,,0,0.00,0,4,,"In the present study, the microstructure and mechanical properties of the dissimilar joint of Inconel 625 (IN-625) superalloy to austenitic stainless steel AISI316L (SS-316L) via AWS-…","https://www.sid.ir/fileserver/jf/1547-263955-fa-1069817.pdf","https://scholar.google.com/scholar?q=related:SLS-_gRkkXwJ:scholar.google.com/&scioq=intitle:ss+intitle:316l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
