Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"S Bezawada","Mechanical and microstructural characteristics of gas tungsten arc welded similar and dissimilar joints of SS-316 L and Hastelloy C276",2021,"Transactions of the Indian Institute of Metals","Springer","https://link.springer.com/article/10.1007/s12666-021-02265-y","https://scholar.google.com/scholar?cites=15862982481144968265&as_sdt=2005&sciodt=0,5&hl=en",11,"2024-05-07 15:22:52","HTML","10.1007/s12666-021-02265-y","","",,,,,3,1.00,3,1,3,"… [14] studied tensile strength of MIG and TIG welded dissimilar joints of mild steel and … Author concluded that the tensile strength of the dissimilar welded joint was high for as-welded …","https://link.springer.com/article/10.1007/s12666-021-02265-y","https://scholar.google.com/scholar?q=related:SfTjWoWiJNwJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
58,"K Benarji, Y Ravi Kumar, AN Jinoop, CP Paul, ...","Effect of heat-treatment on the microstructure, mechanical properties and corrosion behaviour of SS 316 structures built by laser directed energy deposition …",2021,"Metals and Materials …","Springer","https://link.springer.com/article/10.1007/s12540-020-00838-y","https://scholar.google.com/scholar?cites=15779983018464229449&as_sdt=2005&sciodt=0,5&hl=en",12,"2024-05-07 15:22:52","HTML","10.1007/s12540-020-00838-y","","",,,,,58,19.33,12,5,3,"… The yield stress, tensile strength, micro hardness of as laser melted SS 316L were reduced by 8.11%,4.12% and 41.5%, respectively as compared to that of heat-treated …","https://link.springer.com/article/10.1007/s12540-020-00838-y","https://scholar.google.com/scholar?q=related:SbhBCfPC_doJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"M Ravichandran","Optimization of Current, Voltage and Powder Feed Rate on Mechanical Properties of Plasma Transferred Arc Welded SS 316 Joints",2017,"HTM Journal of Heat Treatment and Materials","degruyter.com","https://www.degruyter.com/document/doi/10.3139/105.110332/html","https://scholar.google.com/scholar?cites=1030331446137691578&as_sdt=2005&sciodt=0,5&hl=en",13,"2024-05-07 15:22:52","","10.3139/105.110332","","",,,,,4,0.57,4,1,7,"… Plasma Transferred Arc Welding (PTAW) process parameters were optimized for joining 316 stainless-steel plates to produce weld joints with maximum tensile strength, impact strength …","","https://scholar.google.com/scholar?q=related:up3zx_14TA4J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"KS Divyasri, MN Hema, RK Manish, R Mirdula, ...","Study of Structural behaviour of SS 316 Water Tank using ANSYS Workbench under Hydrostatic Pressure",,"STAINLESS STEEL","ijaem.net","https://ijaem.net/issue_dcp/Study%20of%20Structural%20behaviour%20of%20SS%20316%20Water%20Tank%20using%20ANSYS%20Workbench%20under%20Hydrostatic%20Pressure.pdf","",14,"2024-05-07 15:22:52","PDF","","","",,,,,0,0.00,0,5,,"… tensile strength of SS 316 bar and a section of thickness up to 160mm thick is 500-700 MPa. The 8 g/cm3 of SS 316 … Though SS 316 has a yield strength comparatively less than its own …","https://ijaem.net/issue_dcp/Study%20of%20Structural%20behaviour%20of%20SS%20316%20Water%20Tank%20using%20ANSYS%20Workbench%20under%20Hydrostatic%20Pressure.pdf","https://scholar.google.com/scholar?q=related:BCUOf74AJfAJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"MI Hussain, S Khushnood","Studies on the effects of cryogenic cooling on microstructure and mechanical properties of plasma arc welded SS 316",2023,"Materials Research Express","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/2053-1591/acbe27/meta","https://scholar.google.com/scholar?cites=12889219326305256164&as_sdt=2005&sciodt=0,5&hl=en",15,"2024-05-07 15:22:52","","10.1088/2053-1591/acbe27","","",,,,,1,1.00,1,2,1,"… of thin sheets of SS 316 to improve the microstructure, … tensile strength than the conventionally welded sample compared to the plain tensile sample with the highest tensile strength. …","https://iopscience.iop.org/article/10.1088/2053-1591/acbe27/pdf","https://scholar.google.com/scholar?q=related:5EKG8K-037IJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"M Khodabakhshi, M Mahmoodi","A Study of layer strength in composite Al 1050/SS 316 manufactured by Accumulative Roll bonding process",2019,"Journal of Science and Technology of …","sid.ir","https://www.sid.ir/fileserver/jf/7002613970403","https://scholar.google.com/scholar?cites=1668292357443395358&as_sdt=2005&sciodt=0,5&hl=en",16,"2024-05-07 15:22:52","PDF","","","",,,,,1,0.20,1,2,5,"… and Hammond, VH., “Modeling tensile strength of materials processed by accumulative roll bonding” Journal of Manufacturing Processes, Vol. 15, pp. 219–226, 2013. …","https://www.sid.ir/fileserver/jf/7002613970403","https://scholar.google.com/scholar?q=related:Hp_pYg_3JhcJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"KN Rao, BVRR Kumar, MT Naik","A COMPARATIVE STUDY OF TENSILE STRENGTH OF DISSIMILAR MATERIALS (SS 202,304,310, 316 AND MILD STEEL) JOINED USING MIG AND TIG …",2017,"International Journal of …","ijmer.s3.amazonaws.com","http://ijmer.s3.amazonaws.com/pdf/volume6/volume6-issue7(5)-2017.pdf#page=105","",17,"2024-05-07 15:22:52","PDF","","","",,,,,0,0.00,0,3,7,"… range but SS 316 have the poor yield strength as compare with other samples. The TIG welded test sample of SS 316 has the highest percentage elongation and SS 304 and SS 310 …","http://ijmer.s3.amazonaws.com/pdf/volume6/volume6-issue7(5)-2017.pdf#page=105","https://scholar.google.com/scholar?q=related:sLQwQmOYtccJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
74,"E Zumelzu, J Sepulveda, M Ibarra","Influence of microstructure on the mechanical behaviour of welded 316 L SS joints",1999,"Journal of Materials Processing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0924013698004506","https://scholar.google.com/scholar?cites=12909698083469035015&as_sdt=2005&sciodt=0,5&hl=en",18,"2024-05-07 15:22:52","HTML","","","",,,,,74,2.96,25,3,25,"… tensile strength and the ferrite percentage in 316 L SS … tensile strength and an increase in the percentage of ferrite content in the weldments. In this sense, types E 316 L-16 and ER 316 …","https://www.sciencedirect.com/science/article/pii/S0924013698004506","https://scholar.google.com/scholar?q=related:B4a2JgJ2KLMJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
10,"A Mishra, D Dixit, AK Sharma","Study on microstructural and mechanical properties of dissimilar joint of laser beam welded Inconel 625 and SS 316",2018,"Int J Eng Adv Technol","researchgate.net","https://www.researchgate.net/profile/Akshansh-Mishra/publication/324530876_Study_on_microstructural_and_mechanical_properties_of_dissimilar_joint_of_laser_beam_welded_Inconel_625_and_SS_316/links/5ad35963aca272fdaf7aebce/Study-on-microstructural-and-mechanical-properties-of-dissimilar-joint-of-laser-beam-welded-Inconel-625-and-SS-316.pdf","https://scholar.google.com/scholar?cites=15299825646172902685&as_sdt=2005&sciodt=0,5&hl=en",19,"2024-05-07 15:22:52","PDF","","","",,,,,10,1.67,3,3,6,"… of Inconel 625 nickel based alloys and 316 Stainless Steel. Evaluation of weld microstructures … the fusion line in SS 316 were mainly cellular. The tensile strength tests indicated that the …","https://www.researchgate.net/profile/Akshansh-Mishra/publication/324530876_Study_on_microstructural_and_mechanical_properties_of_dissimilar_joint_of_laser_beam_welded_Inconel_625_and_SS_316/links/5ad35963aca272fdaf7aebce/Study-on-microstructural-and-mechanical-properties-of-dissimilar-joint-of-laser-beam-welded-Inconel-625-and-SS-316.pdf","https://scholar.google.com/scholar?q=related:HRWM_VzmU9QJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
90,"MS Srinath, AK Sharma, ...","A novel route for joining of austenitic stainless steel (SS-316) using microwave energy",2011,"Proceedings of the …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/2041297510393451","https://scholar.google.com/scholar?cites=4599305576057003350&as_sdt=2005&sciodt=0,5&hl=en",20,"2024-05-07 15:22:52","","10.1177/2041297510393451","","",,,,,90,6.92,30,3,13,"… The tensile strength of the SS-316 joints was evaluated on a universal testing machine (model H25KS/05; Hounsfield, UK). The average of three measurements was generally accepted. …","https://journals.sagepub.com/doi/pdf/10.1177/2041297510393451","https://scholar.google.com/scholar?q=related:Vt1Zog0E1D8J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
5,"E Elango, S Saravanan, ...","Effect of Post Weld Heat Treatment on Al 5052-SS 316 Explosive Cladding with Copper Interlayer",2018,"Materials Science Forum","Trans Tech Publ","https://www.scientific.net/MSF.910.35","https://scholar.google.com/scholar?cites=5576083866571199285&as_sdt=2005&sciodt=0,5&hl=en",21,"2024-05-07 15:22:52","","","","",,,,,5,0.83,2,3,6,"… and mechanical properties of Al 5052-SS 316 explosive clad with copper interlayer at varied … enhances the tensile strength of the composite, whereas, the tensile strength decreases at …","https://www.scientific.net/MSF.910.35.pdf","https://scholar.google.com/scholar?q=related:NVPDuLs6Yk0J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
15,"A Kumar, B Singh, SS Sandhu","Effect of thermal aging on metallurgical, tensile and impact toughness performance of electron beam welded AISI 316 SS joints",2020,"Fusion Engineering and Design","Elsevier","https://www.sciencedirect.com/science/article/pii/S092037962030497X","https://scholar.google.com/scholar?cites=7027702728003403632&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-05-07 15:22:52","HTML","","","",,,,,15,3.75,5,3,4,"… [3] confirmed the reduction in impact toughness and crack initiation resistance with minor changes in tensile strength of SS 316(N) after thermal aging at 370 C, 475 C and 550 C for time …","https://www.sciencedirect.com/science/article/pii/S092037962030497X","https://scholar.google.com/scholar?q=related:cL-vkWVqh2EJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"E Elango, S Saravanan, ...","Microstructural and Mechanical Properties of Al 5052-SS 316 Explosive Clads with Different Interlayer",2019,"Explosion Shock Waves …","books.google.com","https://books.google.com/books?hl=en&lr=&id=B1SnDwAAQBAJ&oi=fnd&pg=PA163&dq=ss+316+%22tensile+strength%22&ots=vam5xIMnJ8&sig=RueiG1KqFfAnAMUWEI-yVR4qMO4","https://scholar.google.com/scholar?cites=16441494465739255862&as_sdt=2005&sciodt=0,5&hl=en",23,"2024-05-07 15:22:52","","","","",,,,,1,0.20,0,3,5,"… tensile strength value is obtained for experimental condition involving stainless steel (SS 304) … Mastanaiah et al. opined that ram tensile strength of explosive clads are invariably higher …","https://www.mrforum.com/wp-content/uploads/open_access/9781644900338/28.pdf","https://scholar.google.com/scholar?q=related:NnDwFhvsK-QJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
9,"H Vinothkumar, M Balakrishnan, K Gulanthaivel, ...","Investigation on effects of flux assisted GTAW welding process on mechanical, metallurgical characteristics of dissimilar metals SS 304 and SS 316 L",2020,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785320327589","https://scholar.google.com/scholar?cites=11737444854864186968&as_sdt=2005&sciodt=0,5&hl=en",24,"2024-05-07 15:22:52","HTML","","","",,,,,9,2.25,2,4,4,"… of SS 304 and 4 plates of SS 316 L for making 4 dissimilar of welded joints. SS 304 and SS 316 L two … It clearly shows that the CuO flux reducing the tensile strength while the AL 2 O 3 …","https://www.sciencedirect.com/science/article/pii/S2214785320327589","https://scholar.google.com/scholar?q=related:WI7qaOjH46IJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
18,"P Saha, D Waghmare","Parametric optimization for autogenous butt laser welding of sub-millimeter thick SS 316 sheets using central composite design",2020,"Optics &Laser Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S003039921930581X","https://scholar.google.com/scholar?cites=1453564847129191710&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-05-07 15:22:52","HTML","","","",,,,,18,4.50,9,2,4,"… sheets of SS 316. For this purpose Ytterbium Fiber laser having 2 kW power was used and … tensile strength (UTS), weld width and micro hardness of different welded joints of SS 316 …","https://www.sciencedirect.com/science/article/pii/S003039921930581X","https://scholar.google.com/scholar?q=related:HmUh84YZLBQJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"S Saravanan","Effect of different interlayer on Al 5052/SS 316 explosive cladding",2022,"Welding International","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09507116.2022.2125854","https://scholar.google.com/scholar?cites=8141327189660060349&as_sdt=2005&sciodt=0,5&hl=en",26,"2024-05-07 15:22:52","","10.1080/09507116.2022.2125854","","",,,,,1,0.50,1,1,2,"… A further increase in loading ratio, R, to 0.8 enhances the ΔKE and deformation work (0.9 MJ/m 2 ) to create smooth wavy interfaces and results in a ram tensile strength of 254 MPa and …","https://www.tandfonline.com/doi/full/10.1080/09507116.2022.2125854","https://scholar.google.com/scholar?q=related:vcrqw_HN-3AJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"KVB Reddy, G Venkatesh, RR Mishra","Microwave joining of SS-316 plates: A multi-physics simulation study",2023,"Journal of Manufacturing Processes","Elsevier","https://www.sciencedirect.com/science/article/pii/S1526612523004449","https://scholar.google.com/scholar?cites=5759101665572597796&as_sdt=2005&sciodt=0,5&hl=en",27,"2024-05-07 15:22:52","HTML","","","",,,,,4,4.00,1,3,1,"… Joining of dissimilar materials (MS and SS) using microwave energy … SS side, a tensile strength of 346 MPa, and elongation of 13.58 % [16]. In another study, MS and SS joints with SS …","https://www.sciencedirect.com/science/article/pii/S1526612523004449","https://scholar.google.com/scholar?q=related:JLDQqXNw7E8J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
9,"S Gaddam, RS Haridas, C Sanabria, D Tammana, ...","Friction stir welding of SS 316 LN and Nitronic 50 jacket sections for application in superconducting fusion magnet systems",2022,"Materials &Design","Elsevier","https://www.sciencedirect.com/science/article/pii/S0264127522005718","https://scholar.google.com/scholar?cites=17185592978550149727&as_sdt=2005&sciodt=0,5&hl=en",28,"2024-05-07 15:22:52","HTML","","","",,,,,9,4.50,2,5,2,"… The two candidate materials chosen for the jacket are SS 316 LN … It has been shown that the FSW fabricated SS 316 LN jackets … The yield strength, ultimate tensile strength, and plastic …","https://www.sciencedirect.com/science/article/pii/S0264127522005718","https://scholar.google.com/scholar?q=related:X9LtxMJ9f-4J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"H Dahlan, AK Nasution, M Rusli","Preliminary study on effect of inertia and continuous friction welding on mechanical properties of SS 316-Zn alloys friction welded joint",2024,"Journal of Advanced Joining Processes","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666330924000049","",29,"2024-05-07 15:22:52","HTML","","","",,,,,0,0.00,0,3,1,"… The effect of inertial friction welding and continuous drive friction welding in joining SS 316 … SS 316 welded joints with Zn alloy. With a friction time of 35 s, the joint's tensile strength may …","https://www.sciencedirect.com/science/article/pii/S2666330924000049","https://scholar.google.com/scholar?q=related:zK_nJ-a04YcJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
19,"Z Xu, L Peng, X Lai","Electrically assisted solid-state pressure welding process of SS 316 sheet metals",2014,"Journal of Materials Processing Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S092401361400154X","https://scholar.google.com/scholar?cites=15708336045943588364&as_sdt=2005&sciodt=0,5&hl=en",30,"2024-05-07 15:22:52","HTML","","","",,,,,19,1.90,6,3,10,"… When the shear strength exceeds the tensile strength of the thinnest section, fracture initiates at the over-reduced location and the shear force thus begins to decrease. …","https://www.sciencedirect.com/science/article/pii/S092401361400154X","https://scholar.google.com/scholar?q=related:DIbuTmg4_9kJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"T Kumar, AK Mandape","MULTIPLE-CRITERIA DECISION-MAKING (MCDM) OPTIMIZATION OF PROCESS PARAMETERS IN TIG WELDING ON DISSIMILAR METALS SS-316 AND SS …",,"irjmets.com","","https://www.irjmets.com/uploadedfiles/paper/issue_7_july_2022/28026/final/fin_irjmets1657601844.pdf","",31,"2024-05-07 15:22:52","PDF","","","",,,,,0,0.00,0,2,,"… only single objective function i,e its gives good result when a single output is available but in this study we have more than single output (Temperature distribution and tensile strength). …","https://www.irjmets.com/uploadedfiles/paper/issue_7_july_2022/28026/final/fin_irjmets1657601844.pdf","https://scholar.google.com/scholar?q=related:hLtnBv-g8MMJ:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
19,"BS Dutt, G Shanthi, G Sasikala, MN Babu, ...","Effect of nitrogen addition and test temperatures on elastic-plastic fracture toughness of SS 316 LN",2014,"Procedia …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877705814020013","https://scholar.google.com/scholar?cites=5595428432985619474&as_sdt=2005&sciodt=0,5&hl=en",32,"2024-05-07 15:22:52","","","","",,,,,19,1.90,4,5,10,"… In the present investigation J-R curves have been determined for SS 316 LN with nitrogen contents of 0.08, 0.14 and 0.22 wt% at 298, 653 and 823 K. Elastic-plastic fracture toughness (…","https://www.sciencedirect.com/science/article/pii/S1877705814020013/pdf?md5=1e7141f8847ad159d07d9687fa622ae5&pid=1-s2.0-S1877705814020013-main.pdf&_valck=1","https://scholar.google.com/scholar?q=related:Enw6koP0pk0J:scholar.google.com/&scioq=intitle:ss+intitle:316+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
