Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"K Mohta, SK Gupta, S Cathirvolu, S Jaganathan, ...","High temperature deformation behavior of Indian PHWR Calandria material SS 304L",2020,"… Engineering and Design","Elsevier","https://www.sciencedirect.com/science/article/pii/S0029549320302958","https://scholar.google.com/scholar?cites=8297076654804772999&as_sdt=2005&sciodt=0,5&hl=en",12,"2024-05-07 15:32:55","HTML","","","",,,,,12,3.00,2,5,4,"… Although stainless steel SS 304L finds wide … of SS 304L have been generated for temperatures up to 1100 C. Engineering stress-strain curves, yield strength, ultimate tensile strength, …","https://www.sciencedirect.com/science/article/pii/S0029549320302958","https://scholar.google.com/scholar?q=related:hyjT-0EjJXMJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"K Mohta, SK Gupta, D Mukhopadhyay, ...","High temperature tensile and creep properties of calandria material SS 304L",2019,"","inis.iaea.org","https://inis.iaea.org/search/search.aspx?orig_q=RN:51095924","https://scholar.google.com/scholar?cites=7098458109708627336&as_sdt=2005&sciodt=0,5&hl=en",13,"2024-05-07 15:32:55","","","","",,,,,4,0.80,1,4,5,"… These properties include yield strength (σys), ultimate tensile strength (σUTS), uniform … Tensile strength is evaluated based on the maximum force exerted on the specimen and the …","https://inis.iaea.org/collection/NCLCollectionStore/_Public/51/095/51095924.pdf","https://scholar.google.com/scholar?q=related:iG0sogrKgmIJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"BK Singh, J Christopher, P Selvi, J Mishra, ...","Deformation behaviour and strain rate sensitivity of 304L SS at elevated temperatures",2022,"Materials at High …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09603409.2022.2124753","https://scholar.google.com/scholar?cites=16960196503177815338&as_sdt=2005&sciodt=0,5&hl=en",14,"2024-05-07 15:32:55","","10.1080/09603409.2022.2124753","","",,,,,2,1.00,0,5,2,"… A marginal decrease in ultimate tensile strength at low … tensile strength with increasing strain rate is seen for 573 K, 673 K, and 773 K. Both yield strength and ultimate tensile strength …","https://www.tandfonline.com/doi/full/10.1080/09603409.2022.2124753","https://scholar.google.com/scholar?q=related:KmW8VNy4XusJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"R Waheed, HA Saeed, SU Butt, ...","Process Optimization of Bending SS 304L Sheets using Multi-Objective Genetic Algorithm and FEA",2021,"… Bhurban Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9393207/","https://scholar.google.com/scholar?cites=12613429182966051750&as_sdt=2005&sciodt=0,5&hl=en",15,"2024-05-07 15:32:55","","","","",,,,,1,0.33,0,4,3,"… GA to optimize the forming process in SS 304 tubes. They took advantage of the finite element simulation to study the deformation characteristics of SS tubes during the forming process. …","https://ieeexplore.ieee.org/iel7/9393028/9393162/09393207.pdf","https://scholar.google.com/scholar?q=related:prM8WgPnC68J:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
14,"A Kumar, K Guguloth, SM Pandey, D Fydrych, ...","Study on microstructure-property relationship of Inconel 617 alloy/304L SS steel dissimilar welds joint",2023,"… Materials Transactions A","Springer","https://link.springer.com/article/10.1007/s11661-023-07136-3","https://scholar.google.com/scholar?cites=7243399458707816008&as_sdt=2005&sciodt=0,5&hl=en",16,"2024-05-07 15:32:55","HTML","10.1007/s11661-023-07136-3","","",,,,,14,14.00,3,5,1,"… The order of tensile strength: IN617 BM >welded joint >304L SS for the sample failed … 304L SS BM showed the tensile strength value 712 MPa which was also higher than the 304 L SS …","https://link.springer.com/article/10.1007/s11661-023-07136-3","https://scholar.google.com/scholar?q=related:SD6JNm65hWQJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
3,"MC Naidu, KT Padal, G Eshete","Influence of Heat-Treated and Vibratory-Assisted Weld Joints on the Mechanical Properties of 304L SS Material",2022,"Journal of Nanomaterials","hindawi.com","https://www.hindawi.com/journals/jnm/2022/1000859/","https://scholar.google.com/scholar?cites=17695645440041878984&as_sdt=2005&sciodt=0,5&hl=en",17,"2024-05-07 15:32:55","HTML","","","",,,,,3,1.50,1,3,2,"… Arc welding was used to determine the hardness of 304L SS … To determine the resistance against indentation of 304L SS … peak tensile strength value for ultimate tensile strength and …","https://www.hindawi.com/journals/jnm/2022/1000859/","https://scholar.google.com/scholar?q=related:yAX1rMWPk_UJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
15,"DJA Borges, DCS Cardoso, PDC Assunção, ...","A new approach for the reinforcement of SS 304L via arc welding: using nanostructured flux cored electrode",2019,"Diamond and Related …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925963518301547","https://scholar.google.com/scholar?cites=11913824450477903472&as_sdt=2005&sciodt=0,5&hl=en",18,"2024-05-07 15:32:55","HTML","","","",,,,,15,3.00,4,4,5,"… 111.3 MPa in the tensile strength. In this sense… tensile strength, proving the viability of using nanoparticles in arc welding process for materials with low melting point. Stainless steels (SS…","https://www.sciencedirect.com/science/article/pii/S0925963518301547","https://scholar.google.com/scholar?q=related:cE4ZLzdoVqUJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
14,"M Bhattacharyya, A Kundu, KS Raja, J Darsell, ...","Processing-microstructure-property correlations for temperature-controlled friction stir welding of 304L SS plates",2021,"Materials Science and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921509320316981","https://scholar.google.com/scholar?cites=4147604049509202917&as_sdt=2005&sciodt=0,5&hl=en",19,"2024-05-07 15:32:55","HTML","","","",,,,,14,4.67,3,5,3,"… FSWed 304L stainless steel (SS) plates. An in-house developed weld temperature control algorithm was used during FSW of 304L SS … (EDM) in the 304L plates. Optical microscopy and …","https://www.sciencedirect.com/science/article/pii/S0921509320316981","https://scholar.google.com/scholar?q=related:5bv3d-g_jzkJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"M Sharma, AM Rahul","Evaluation of Hardness of Bimetallic Weld joint between SA-508Gr3 and SS-304L",2017,"","academia.edu","https://www.academia.edu/download/52018793/IRJET-V4I2348.pdf","",20,"2024-05-07 15:32:55","PDF","","","",,,,,0,0.00,0,2,7,"… The ultimate tensile strength and hardness of samples increases by increasing the pre-stress [17-19].Thermal cycling in power plant operation during the numerous startups and shut-…","https://www.academia.edu/download/52018793/IRJET-V4I2348.pdf","https://scholar.google.com/scholar?q=related:F0DloP9wCnAJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
5,"U Tripathi, A Kumar, MM Mahapatra, ...","Mechanical and corrosion study of gas tungsten arc welding-based SS-304L wire arc additive manufacturing components, and the effect of sputtered (TiN) …",2022,"Journal of Materials …","Springer","https://link.springer.com/article/10.1007/s11665-022-07032-8","https://scholar.google.com/scholar?cites=16647274427932296808&as_sdt=2005&sciodt=0,5&hl=en",21,"2024-05-07 15:32:55","HTML","10.1007/s11665-022-07032-8","","",,,,,5,2.50,1,4,2,"… SS-304L steel before and after welding. Figure 7(a) reveals the stress–strain curves of base metal SS-304L. … parameters for example yield strength, tensile strength, and the elongation. …","https://link.springer.com/article/10.1007/s11665-022-07032-8","https://scholar.google.com/scholar?q=related:aEZZI-T_BucJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
6,"S Lavanya, S Mahadevan, CK Mukhopadhyay, ...","Acoustic emission during press-brake bending of ss 304L sheets and its correlation with residual stress distribution after bending",2022,"Journal of Materials …","Springer","https://link.springer.com/article/10.1007/s11665-021-06250-w","https://scholar.google.com/scholar?cites=17347110386048798331&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-05-07 15:32:55","HTML","10.1007/s11665-021-06250-w","","",,,,,6,3.00,2,4,2,"… Hence, to explore using the AE technique (AET) in assessing the residual stress state, the present investigation aims at online bend monitoring of SS 304L sheets for various bend …","https://link.springer.com/article/10.1007/s11665-021-06250-w","https://scholar.google.com/scholar?q=related:e47tt_xQvfAJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"MC Naidu, KTB Padal, G Eshete","Research Article Influence of Heat-Treated and Vibratory-Assisted Weld Joints on the Mechanical Properties of 304L SS Material",2022,"","academia.edu","https://www.academia.edu/download/93179063/1000859.pdf","",23,"2024-05-07 15:32:55","PDF","","","",,,,,0,0.00,0,3,2,"… that the material’s tensile strength properties are greater at 1050… peak tensile strength value for ultimate tensile strength and … When compared to other metals, the “HAZ” of 304L stainless …","https://www.academia.edu/download/93179063/1000859.pdf","https://scholar.google.com/scholar?q=related:F7qwOjrI7zkJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"TN Prasanthi, C Sudha, HK Rafi, S Saroja, ...","Evaluation of the bond strength and corrosion resistance of Ti-5Ta-1.8 Nb/304L SS explosive clads",,"researchgate.net","","https://www.researchgate.net/profile/T-N-Prasanthi/publication/280920833_Evaluation_of_the_bond_strength_and_corrosion_resistance_of_Ti-5Ta-18Nb304L_SS_explosive_clads/links/55cb313c08aebc967dfc133d/Evaluation-of-the-bond-strength-and-corrosion-resistance-of-Ti-5Ta-18Nb-304L-SS-explosive-clads","",24,"2024-05-07 15:32:55","DOC","","","",,,,,0,0.00,0,5,,"… Ultimate tensile strength of 304L stainless steel (304L SS) base plate was found to have increased to 894MPa due to large fraction of lattice defects and formation of deformation …","https://www.researchgate.net/profile/T-N-Prasanthi/publication/280920833_Evaluation_of_the_bond_strength_and_corrosion_resistance_of_Ti-5Ta-18Nb304L_SS_explosive_clads/links/55cb313c08aebc967dfc133d/Evaluation-of-the-bond-strength-and-corrosion-resistance-of-Ti-5Ta-18Nb-304L-SS-explosive-clads","https://scholar.google.com/scholar?q=related:BdDFSd2ktd0J:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
8,"TN Prasanthi, C Sudha, S Raju, S Saroja","Interdiffusion behavior in 304L SS/Ti–5Ta–2Nb system",2019,"Journal of Alloys and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925838819329597","https://scholar.google.com/scholar?cites=11022583329175166622&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-05-07 15:32:55","HTML","","","",,,,,8,1.60,2,4,5,"… in the Ultimate Tensile Strength (UTS) of the diffusion couple was determined. This approach was validated by comparing the predicted UTS values for 304 L SS and TiTaNb base …","https://www.sciencedirect.com/science/article/pii/S0925838819329597","https://scholar.google.com/scholar?q=related:nt6gQiMV-JgJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
13,"G Dak, N Khanna, C Pandey","Study on narrow gap welding of martensitic grade P92 and austenitic grade AISI 304L SS steel for ultra-supercritical power plant application",2022,"Archives of Civil and Mechanical …","Springer","https://link.springer.com/article/10.1007/s43452-022-00540-3","https://scholar.google.com/scholar?cites=13919011403404628697&as_sdt=2005&sciodt=0,5&hl=en",26,"2024-05-07 15:32:55","","10.1007/s43452-022-00540-3","","",,,,,13,6.50,4,3,2,"… tensile strength (UTS) of the as-weld joint was about 626 MPa, along with fracture location in 304L SS … The tensile strength of the P92 and 304L SS base metal was observed as 758 …","","https://scholar.google.com/scholar?q=related:2VKLFCBDKsEJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"M Mihalache, A Dinu, M Fulger, Z Zhou","Assessment and comparison of oxides grown on 304l ods steel and 304l ss in water environment in supercritical conditions",2013,"","inis.iaea.org","https://inis.iaea.org/search/search.aspx?orig_q=RN:47056948","",27,"2024-05-07 15:32:55","","","","",,,,,0,0.00,0,4,11,"… Room-temperature tensile strength of 304 ODS was about 17% higher than 304L, and at 700ºC, the 304 ODS steel remains about 17% stronger than 304L SS. Also the yield stress at …","https://inis.iaea.org/collection/NCLCollectionStore/_Public/47/056/47056948.pdf","https://scholar.google.com/scholar?q=related:Odxz1w4gNDwJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"R Addamani, HR Gurupavan, ...","Estimation and Comparison of Welding Performances in P-GMAW using MRA and ANN for SS 304L Material",2018,"IOP Conference …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1757-899X/376/1/012119/meta","https://scholar.google.com/scholar?cites=4853526905437425824&as_sdt=2005&sciodt=0,5&hl=en",28,"2024-05-07 15:32:55","","10.1088/1757-899X/376/1/012119","","",,,,,2,0.33,1,3,6,"… on SS 304L pipes by varying the process parameters as shown in Table 1. The Fig 1 &2 shows the experimental set up. Ultimate tensile strength, … Tensile Strength (UTS) for SS 304L …","https://iopscience.iop.org/article/10.1088/1757-899X/376/1/012119/pdf","https://scholar.google.com/scholar?q=related:oBBmYgExW0MJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"K Mohta, SK Gupta, D Mukhopadhyay, ...","Studies on creep-stress rupture properties of calandria material SS 304L",2021,"","inis.iaea.org","https://inis.iaea.org/search/search.aspx?orig_q=RN:52019728","https://scholar.google.com/scholar?cites=9164246377125414611&as_sdt=2005&sciodt=0,5&hl=en",29,"2024-05-07 15:32:55","","","","",,,,,2,0.67,1,4,3,"… The stress applied here is nearly close to the ultimate tensile strength value. At this higher load, generally deformation will be plastic flow dominated. The trans-granular cracks formed at …","https://inis.iaea.org/collection/NCLCollectionStore/_Public/52/019/52019728.pdf","https://scholar.google.com/scholar?q=related:04a4lobxLX8J:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"TN Prasanthi, C Sudha, PK Parida, A Dasgupta, ...","Optimization of Heat Treatments for Reversion of Strain-Induced Martensite in 304L SS Explosive Clad",2016,"Journal of Materials …","Springer","https://link.springer.com/article/10.1007/s11665-016-1889-7","https://scholar.google.com/scholar?cites=3450946937298521683&as_sdt=2005&sciodt=0,5&hl=en",30,"2024-05-07 15:32:55","HTML","10.1007/s11665-016-1889-7","","",,,,,4,0.50,1,5,8,"… the tensile strength significantly (Ref 18-20). Grain size of the order of ~135 nm in contrast to 30 to 40 nm in the present study has been reported in severely cold worked 304L SS after …","https://link.springer.com/article/10.1007/s11665-016-1889-7","https://scholar.google.com/scholar?q=related:U45moPQ55C8J:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
10,"TN Prasanthi, C Sudha, PK Parida, A Dasgupta, ...","Prediction and confirmation of phases formed in the diffusion zone of Ti-5Ta-2Nb/304L SS explosive clads",2015,"… Materials Transactions A","Springer","https://link.springer.com/article/10.1007/s11661-015-2768-9","https://scholar.google.com/scholar?cites=10965915632895536288&as_sdt=2005&sciodt=0,5&hl=en",31,"2024-05-07 15:32:55","HTML","10.1007/s11661-015-2768-9","","",,,,,10,1.11,2,5,9,"… [10–13] In this technique, upon detonation of an explosive, the flier plate (material with lower yield and tensile strength) collides with a base plate creating jet waves traveling with an …","https://link.springer.com/article/10.1007/s11661-015-2768-9","https://scholar.google.com/scholar?q=related:oCykDyvCLpgJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"S Khan, M Junaid, T Shehbaz, FN Khan","Influence of Cu interlayer on the interfacial strengthening of the diffusion-bonded SS-304L/IN718",2024,"Materials Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167577X23020141","",32,"2024-05-07 15:32:55","HTML","","","",,,,,0,0.00,0,4,1,"… and reported a maximum tensile strength of 263 MPa and … in the joining of IN718/SS-304L using DB process still requires … To address this gap, DB of IN718/SS-304L was conducted …","https://www.sciencedirect.com/science/article/pii/S0167577X23020141","https://scholar.google.com/scholar?q=related:19VMmqmVEvcJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"MV Kuppusamy, B Venkatraman, ...","Use of purgeless gas tungsten arc welding (GTAW) of small bore SS 304L pipes for reduction of oxidation weld defect in nuclear piping applications: a field …",2023,"Journal of Failure …","Springer","https://link.springer.com/article/10.1007/s11668-023-01723-7","https://scholar.google.com/scholar?cites=5403652952043600467&as_sdt=2005&sciodt=0,5&hl=en",33,"2024-05-07 15:32:55","HTML","10.1007/s11668-023-01723-7","","",,,,,1,1.00,0,3,1,"… 10a are higher than the minimum requirement of 485 MPa minimum specified tensile strength of AISI 304L material. Lee et al studied on increase in strength of 304L weld with increase …","https://link.springer.com/article/10.1007/s11668-023-01723-7","https://scholar.google.com/scholar?q=related:U7oM6Lqh_UoJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
26,"HD Solomon, C Amzallag, ...","Influence of mean stress on the fatigue behavior of 304L SS in air and PWR water",2005,"ASME Pressure …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/PVP/proceedings-abstract/PVP2005/87/306682","https://scholar.google.com/scholar?cites=4832757445071619258&as_sdt=2005&sciodt=0,5&hl=en",34,"2024-05-07 15:32:55","","","","",,,,,26,1.37,9,3,19,"… Following the modified Goodman and Gerber models,(15,16) the point at the zero ordinate is plotted as the ultimate tensile strength (measure in tensile tests at 150C and 300C). The …","","https://scholar.google.com/scholar?q=related:ukQej0pnEUMJ:scholar.google.com/&scioq=intitle:ss+intitle:304l+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
